orig_index,protocol_id,run_id,config_hash,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,cluster
66,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1211.6102,-3437.52,-3023.2222,17194.967,-6838.862,3985.1592,16328.982,-5572.1,2946.256,22680.34,1
67,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1240.5645,-3519.666,-3095.4673,17605.867,-7002.2896,4080.392,16719.191,-5705.254,3016.6611,23222.326,1
68,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1269.7272,-3602.4048,-3168.235,18019.74,-7166.897,4176.312,17112.22,-5839.37,3087.5752,23768.229,1
69,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-1299.0858,-3685.6982,-3241.4907,18436.387,-7332.6074,4272.875,17507.88,-5974.386,3158.9639,24317.79,1
70,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-708.0409,-2008.826,-1766.7122,10048.504,-3996.5186,2328.8643,9542.404,-3256.2546,1721.7657,13254.051,2
71,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-679.8533,-1928.8544,-1696.3787,9648.478,-3837.417,2236.1523,9162.521,-3126.624,1653.2249,12726.409,2
72,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-652.11536,-1850.1564,-1627.1659,9254.826,-3680.8506,2144.918,8788.694,-2999.0596,1585.7761,12207.177,2
73,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-624.73364,-1772.4707,-1558.8425,8866.234,-3526.2957,2054.856,8419.67,-2873.1345,1519.1941,11694.618,2
74,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-597.91473,-1696.3821,-1491.9246,8485.618,-3374.9207,1966.6455,8058.2314,-2749.7969,1453.9766,11192.59,2
75,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-571.73816,-1622.116,-1426.6086,8114.1294,-3227.1711,1880.5482,7705.453,-2629.4148,1390.3246,10702.591,2
76,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-546.29456,-1549.9308,-1363.123,7753.051,-3083.5608,1796.8633,7362.5596,-2512.4062,1328.4565,10226.326,2
77,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-521.711,-1480.1843,-1301.7821,7404.1714,-2944.8027,1716.0054,7031.2515,-2399.3508,1268.6783,9766.149,2
78,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-498.12335,-1413.2642,-1242.9265,7069.429,-2811.6672,1638.424,6713.3667,-2290.8757,1211.3226,9324.618,2
79,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-475.6394,-1349.476,-1186.8256,6750.3525,-2684.7622,1564.4736,6410.3594,-2187.478,1156.6515,8903.754,2
80,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-451.21313,-1280.1753,-1125.877,6403.706,-2546.891,1484.1332,6081.17,-2075.1458,1097.2566,8446.5205,2
81,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-425.7202,-1207.8486,-1062.2667,6041.9214,-2402.9988,1400.2843,5737.6025,-1957.9073,1035.268,7969.3213,0
82,mvdec_dekm_consistent_v1,airpollution_mvdec_dekm_consistent_v1_2b88b20cd9b6_seed_44,2b88b20cd9b6ab9268889294ab249f6a1e5fb71b3e5ee88d2e8fde10ebe63a10,-400.5575,-1136.4576,-999.4801,5684.819,-2260.969,1317.5203,5398.482,-1842.186,974.0813,7498.297,0
