satellite_no2,highway_primary,high_traffic,medium_traffic,low_traffic,landuse_industrial_variance,landuse_industrial_distance_mean,landuse_industrial_b5,landuse_residential_b5,landuse_forest_b5,neighbours_no2_variance,neighbours_no2_distance_mean,neighbours_no2_distance_max
5.14E-05,606.8343364,0.190131257,0.171997004,0.167428504,0,0,0,0,0.25,9.16E-12,2.38E-06,8.01E-06
5.04E-05,1830.541995,0.135484824,0.133172111,0.135280325,0,0,0,0.25,0.125,4.60E-12,3.42E-06,6.99E-06
4.95E-05,2999.671802,0.087331959,0.103148206,0.105694835,0,0,0,0.125,0.125,3.51E-12,3.72E-06,6.14E-06
5.18E-05,4205.447574,0.061695098,0.090945743,0.081339026,0,0,0,0.125,0,4.17E-12,1.30E-06,4.81E-06
5.46E-05,4431.293308,0.078688553,0.068749994,0.067655121,0,0,0,0,0.25,6.07E-12,1.28E-06,5.14E-06
5.51E-05,3419.115764,0.062071237,0.0475146,0.070650527,0,0,0,0,0.25,4.59E-12,1.39E-06,1.57E-06
5.52E-05,2251.445473,0.090568789,0.058106988,0.088744434,0,0,0,0,0.5,3.97E-12,1.05E-06,1.45E-06
5.47E-05,1039.577533,0.13957359,0.086963538,0.115322559,0,0,0.25,0,0.375,1.11E-12,5.51E-07,2.63E-06
5.32E-05,240.2982069,0.184630116,0.128416602,0.145976711,0,0,0.125,0,0.375,1.19E-12,2.42E-06,4.66E-06
5.48E-05,465.9794397,0.216840235,0.154939935,0.178272617,0,0,0.25,0,0.375,8.36E-13,1.00E-06,3.05E-06
5.53E-05,742.5016508,0.258812293,0.16417419,0.197299865,0,0,0,0,0.25,1.72E-12,4.32E-07,3.09E-06
5.57E-05,1409.576517,0.306624788,0.186122375,0.220584721,0,0,0,0,0.125,2.90E-12,2.82E-07,4.09E-06
5.62E-05,2508.879839,0.30001211,0.164212389,0.246950796,0,0,0,0,0,3.51E-12,2.98E-07,4.11E-06
5.63E-05,3670.513369,0.253606041,0.119403676,0.247842561,0,0,0,0,0,3.28E-12,8.31E-07,4.70E-06
5.65E-05,4404.647784,0.213749224,0.079454731,0.233110848,0,0,0,0,0,6.89E-12,1.20E-06,7.33E-06
5.69E-05,5329.743908,0.184620555,0.055681774,0.223233883,0,0,0,0,0,1.04E-11,1.36E-06,7.16E-06
5.76E-05,6343.811077,0.171614739,0.067551499,0.218854392,0,0,0,0,0,1.38E-11,1.48E-06,8.45E-06
6.03E-05,7380.718191,0.178201015,0.056478635,0.220292803,0,0,0,0,0,1.21E-11,5.37E-07,6.06E-06
6.18E-05,8483.105583,0.202521038,0.042427605,0.227441262,0,0,0,0,0,1.14E-11,1.51E-06,4.28E-06
6.23E-05,9628.508552,0.239332619,0.071169142,0.239800629,0,0,0,0,0,8.32E-12,1.86E-06,3.75E-06
6.22E-05,10803.25372,0.283897301,0.114309735,0.256634252,0,0,0,0,0,8.05E-12,1.67E-06,3.82E-06
6.14E-05,11998.03127,0.333162394,0.160739572,0.277143209,0,0,0,0,0,8.53E-12,9.15E-07,4.69E-06
6.00E-05,13207.81125,0.385351639,0.208285405,0.300589079,0,0,0,0,0,8.97E-12,3.30E-07,6.03E-06
5.96E-05,14429.02696,0.439435776,0.220584639,0.326349537,0,0,0,0,0,6.75E-12,9.09E-07,6.47E-06
5.79E-05,15206.20059,0.494799867,0.182018304,0.353926956,0,0,0,0,0,6.15E-12,2.14E-06,7.15E-06
5.76E-05,15747.87002,0.551061633,0.149547516,0.382934317,0,0,0,0,0,3.97E-12,2.09E-06,6.45E-06
5.78E-05,16368.81189,0.52630196,0.12784936,0.385130163,0,0,0,0,0,5.32E-12,2.21E-06,6.56E-06
5.62E-05,17062.75513,0.486947293,0.122706765,0.358742533,0,0,0,0,0,8.70E-12,4.64E-06,9.04E-06
5.62E-05,17818.92048,0.452024467,0.135990908,0.334181258,0,0,0,0,0,7.16E-12,4.75E-06,8.15E-06
6.17E-05,18449.86983,0.422621032,0.163303091,0.311870939,0,0,0,0,0,4.49E-12,7.68E-08,3.25E-06
6.62E-05,18932.65851,0.399941502,0.198988461,0.292318257,0,0,0,0,0,5.46E-12,4.17E-06,-2.30E-06
6.69E-05,19485.73647,0.385160617,0.239352723,0.276098674,0,0,0,0,0,4.64E-12,4.46E-06,-3.41E-06
6.79E-05,20103.18953,0.338376803,0.282406802,0.263815571,0,0,0,0,0,3.02E-12,4.80E-06,-4.19E-06
6.64E-05,20779.64398,0.279198689,0.269014213,0.256024662,0,0,0,0,0,2.69E-12,1.84E-06,-3.55E-07
6.52E-05,21508.79473,0.220295082,0.224394569,0.253132575,0,0,0,0,0,4.35E-12,2.31E-07,1.20E-06
6.41E-05,22044.20076,0.161957021,0.181959381,0.255302471,0,0,0,0,0,4.85E-12,1.47E-06,5.33E-06
6.70E-05,22195.45357,0.10508843,0.14363827,0.26241128,0,0,0,0,0,6.78E-12,1.20E-06,3.88E-06
6.67E-05,22416.38463,0.054106153,0.113617928,0.274082222,0,0,0,0,0,6.43E-12,1.45E-06,4.50E-06
6.73E-05,22706.58263,0.039781112,0.099590327,0.289774424,0,0,0,0,0,5.97E-12,1.89E-06,4.90E-06
6.77E-05,23062.91627,0.493571241,0.161314297,0.184846026,0,0,0,0,0,9.09E-13,6.15E-07,1.76E-06
4.04E-05,11894.52724,0.469728337,0.179762465,0.159440071,0,0,0,0,0,7.18E-12,1.21E-06,6.77E-06
4.04E-05,10679.9009,0.423579295,0.20822149,0.138757253,0,0,0,0,0,7.04E-12,6.75E-07,6.77E-06
4.03E-05,9480.636307,0.381163304,0.243222656,0.125065664,0,0,0,0,0,7.47E-12,1.79E-07,6.63E-06
4.06E-05,8304.315964,0.343845273,0.266372846,0.120666369,0,0,0,0,0,8.51E-12,8.61E-07,6.96E-06
4.11E-05,7162.25382,0.313423442,0.218083958,0.126493359,0,0,0,0.125,0.125,7.73E-12,6.79E-07,7.44E-06
4.16E-05,6073.805498,0.292025381,0.170129643,0.141332354,0,0,0,0.125,0.25,5.48E-12,7.50E-07,7.23E-06
4.00E-05,5070.60639,0.281679869,0.122897604,0.162813365,0,0,0,0.125,0.625,3.28E-12,1.78E-06,5.60E-06
4.25E-05,3927.348201,0.283578635,0.07769184,0.188742702,0,0,0,0,0.75,4.17E-12,3.81E-07,3.94E-06
4.28E-05,2750.246524,0.297491087,0.041479702,0.217573024,0,0,0,0,0.75,3.92E-12,5.73E-07,3.66E-06
4.32E-05,1675.603649,0.321886236,0.045467361,0.248316851,0,0,0,0,0.375,4.42E-12,4.18E-07,4.44E-06
4.43E-05,916.7155409,0.354636351,0.084213365,0.280356983,0,0,0,0,0.375,4.53E-12,2.16E-07,4.15E-06
4.30E-05,154.8698105,0.39368706,0.129902915,0.313302549,0,0,0,0,0.125,4.56E-12,1.69E-06,5.50E-06
4.19E-05,520.9300854,0.357950324,0.177288111,0.281684048,0,0,0,0,0.375,3.39E-12,3.05E-06,6.56E-06
4.33E-05,441.7195341,0.319344387,0.195473066,0.248471158,0,0,0,0,0.375,1.61E-12,2.47E-06,4.40E-06
4.31E-05,31.49837982,0.268943532,0.164911497,0.216215297,0,0,0,0,0.75,1.77E-12,2.97E-06,5.41E-06
4.29E-05,904.4264991,0.217661461,0.144673371,0.185402757,0,0,0,0,0.625,3.57E-12,2.96E-06,5.56E-06
4.38E-05,499.8808234,0.171749287,0.139285273,0.156858499,0,0,0,0,0.625,3.44E-12,2.35E-06,5.45E-06
4.58E-05,716.1335471,0.136538266,0.146636065,0.132004754,0,0,0,0,0.25,1.28E-11,2.21E-06,8.98E-06
4.51E-05,1731.031691,0.12132893,0.097756985,0.113187495,0,0,0,0,0.375,1.56E-11,3.48E-06,1.05E-05
4.52E-05,2603.985023,0.099447837,0.048877916,0.103583333,0,0,0,0,0.375,1.54E-11,4.09E-06,1.06E-05
5.48E-05,2093.597771,0.076859243,0,0.105612461,0,0,0,0.125,0.25,1.74E-11,4.53E-06,-1.17E-07
5.52E-05,2008.901104,0.093136971,0.019194304,0.118705021,0,0,0,0.125,0.25,2.23E-11,4.07E-06,1.97E-06
5.57E-05,1392.736463,0.108739844,0.067079594,0.122528086,0,0,0,0.125,0.25,2.15E-11,3.46E-06,2.38E-06
5.55E-05,1177.551809,0.133059587,0.114199056,0.13045312,0,0,0,0,0.375,4.67E-12,1.06E-06,2.88E-06
5.56E-05,1001.281739,0.174768115,0.106112787,0.146842605,0,0,0,0,0.25,6.13E-12,3.82E-07,3.76E-06
5.65E-05,1422.908582,0.224570399,0.119145827,0.169329068,0,0,0,0,0.375,5.07E-12,8.90E-07,3.36E-06
5.58E-05,2510.734919,0.278226518,0.147866603,0.195878143,0,0,0,0,0.25,3.63E-12,4.56E-07,4.05E-06
5.66E-05,2503.564604,0.269865982,0.185167155,0.22508949,0,0,0,0,0.5,6.31E-12,1.85E-06,-3.56E-06
5.61E-05,1912.074604,0.21724827,0.148576497,0.216409444,0,0,0,0,0.5,8.27E-12,1.89E-06,3.24E-06
5.39E-05,971.2435781,0.16925898,0.118749919,0.199428023,0,0,0,0.125,0.375,9.89E-12,1.68E-07,5.94E-06
5.16E-05,180.2188406,0.130898421,0.104222046,0.187835956,0,0,0,0.125,0.375,9.62E-12,2.89E-06,8.30E-06
5.12E-05,1444.400457,0.112062316,0.086717702,0.182633286,0,0,0,0.125,0.25,4.19E-12,3.39E-06,8.72E-06
5.04E-05,2717.712423,0.121784446,0.038102107,0.184346651,0,0,0,0,0.25,3.25E-12,3.40E-06,7.26E-06
4.95E-05,3992.067989,0.154934665,0.010114634,0.192796661,0,0,0,0,0.125,6.27E-12,4.14E-06,9.01E-06
5.35E-05,5066.4474,0.200462761,0.057560442,0.207181039,0,0,0,0,0.25,7.71E-12,6.09E-07,6.63E-06
5.41E-05,3893.089367,0.251865824,0.106295382,0.226397049,0,0,0,0,0.375,7.82E-12,2.30E-07,6.01E-06
5.44E-05,2804.797374,0.306245264,0.155120219,0.249353166,0,0,0,0,0.5,7.18E-12,5.70E-07,5.71E-06
5.57E-05,1930.238952,0.362280916,0.20397086,0.27513233,0,0,0.25,0,0.125,4.00E-12,5.15E-07,5.00E-06
5.46E-05,1515.759629,0.419316912,0.197547851,0.303027204,0,0,0.125,0,0.375,4.25E-12,2.19E-06,6.62E-06
5.48E-05,1030.938325,0.476998162,0.153344456,0.33251405,0,0,0.25,0,0.25,4.62E-12,2.18E-06,6.36E-06
5.58E-05,345.0426545,0.531088847,0.113009044,0.363210895,0,0,0,0,0.375,5.47E-12,1.21E-06,5.34E-06
5.65E-05,886.6435803,0.484889881,0.082328596,0.394839344,0,0,0,0,0.25,7.26E-12,5.50E-07,5.45E-06
5.59E-05,1989.446854,0.441902071,0.074150259,0.385315598,0,0,0,0,0.125,7.96E-12,1.49E-06,6.79E-06
5.75E-05,2604.795829,0.403141677,0.094417477,0.362533081,0,0,0,0,0,7.16E-12,5.41E-07,5.19E-06
5.87E-05,3539.200573,0.369922606,0.13062666,0.342048714,0,0,0,0,0,1.08E-11,1.02E-07,7.02E-06
5.90E-05,4553.400956,0.343832186,0.173124658,0.324291298,0,0,0,0,0,1.34E-11,2.77E-07,6.78E-06
5.94E-05,5630.94175,0.326558281,0.218292431,0.309722344,0,0,0,0,0,1.61E-11,6.72E-07,6.98E-06
6.20E-05,6777.79957,0.319512479,0.264774539,0.298800491,0,0,0,0,0,1.42E-11,1.38E-06,7.76E-06
6.36E-05,7963.610451,0.293738223,0.29077661,0.291928085,0,0,0,0,0,1.34E-11,2.58E-06,3.16E-06
6.45E-05,9172.871051,0.238381352,0.250048133,0.289388591,0,0,0,0,0,1.15E-11,3.30E-06,2.28E-06
6.42E-05,10398.12736,0.185664112,0.212756901,0.291293336,0,0,0,0,0,1.01E-11,2.92E-06,-2.40E-06
6.41E-05,11634.32675,0.138528047,0.181022657,0.297558473,0,0,0,0,0,1.00E-11,3.02E-06,-4.14E-06
6.23E-05,12878.31832,0.094085967,0.158194505,0.307922442,0,0,0,0,0,1.05E-11,1.41E-06,4.44E-06
6.04E-05,13550.05932,0.042523527,0.148399697,0.321996078,0,0,0,0,0,9.10E-12,5.80E-07,6.38E-06
5.86E-05,14040.16668,0.421132299,0.139317217,0.188571566,0,0,0,0,0,8.96E-12,1.92E-06,7.63E-06
5.80E-05,14623.48119,0.413557789,0.174446718,0.171333871,0,0,0,0,0,7.46E-12,2.25E-06,7.00E-06
5.85E-05,15290.15352,0.414431132,0.214980793,0.160357321,0,0,0,0,0,7.20E-12,2.25E-06,7.34E-06
5.94E-05,16029.15059,0.394240687,0.258402422,0.156918084,0,0,0,0,0,1.07E-11,2.34E-06,8.02E-06
5.81E-05,16824.79234,0.367954058,0.231480167,0.16148315,0,0,0,0,0,1.05E-11,3.86E-06,9.34E-06
5.93E-05,17260.05338,0.349860857,0.186966862,0.173440204,0,0,0,0,0,8.86E-12,3.37E-06,8.52E-06
6.52E-05,17774.0091,0.341248431,0.145259661,0.19144597,0,0,0,0,0,8.93E-12,2.18E-06,1.95E-06
6.40E-05,18361.67329,0.342822035,0.109567694,0.214015543,0,0,0,0,0,8.58E-12,6.46E-07,3.48E-06
6.49E-05,19014.4525,0.354447864,0.087457843,0.239891767,0,0,0,0,0,4.05E-12,8.85E-07,2.52E-06
6.41E-05,19727.05369,0.375204574,0.089450292,0.268137423,0,0,0,0,0,2.79E-12,1.14E-06,3.30E-06
6.38E-05,20493.3912,0.403702876,0.114307034,0.298091406,0,0,0,0,0,3.80E-12,1.62E-06,4.48E-06
6.29E-05,20773.6405,0.438452278,0.151242422,0.329295199,0,0,0,0,0,4.02E-12,3.13E-06,6.56E-06
6.61E-05,20933.67524,0.402421558,0.193508062,0.29722501,0,0,0,0,0,4.69E-12,5.68E-08,4.73E-06
6.83E-05,21167.77975,0.350344761,0.164187885,0.265922078,0,0,0,0,0,5.93E-12,2.17E-06,6.06E-06
6.81E-05,21474.58423,0.301065157,0.126351747,0.236010456,0,0,0,0,0,5.19E-12,2.05E-06,5.61E-06
6.74E-05,21850.74949,0.256171797,0.098595488,0.208076117,0,0,0,0,0,8.62E-13,3.18E-07,2.01E-06
4.04E-05,11587.26391,0.21832737,0.090547007,0.183001208,0,0,0,0,0,8.34E-12,2.75E-09,5.42E-06
4.04E-05,10336.92082,0.180867224,0.106699814,0.162075984,0,0,0,0,0,8.14E-12,4.22E-07,5.42E-06
4.03E-05,9093.744906,0.121778862,0.109119177,0.147020593,0,0,0,0,0,8.29E-12,6.13E-07,5.28E-06
4.06E-05,7861.137199,0.063753657,0.068667789,0.128598856,0,0,0,0,0,7.15E-12,3.35E-08,5.62E-06
4.11E-05,6644.541842,0.017631119,0.047396666,0.104830933,0,0,0,0,0.125,5.64E-12,6.17E-09,6.10E-06
4.16E-05,5453.729891,0.053715869,0.044204562,0.08934833,0,0,0,0,0.5,4.05E-12,2.95E-07,5.42E-06
4.00E-05,4312.008866,0.05124613,0.078263941,0.086447092,0,0,0,0,0.625,2.41E-12,1.73E-06,4.12E-06
4.25E-05,3268.72959,0.091393385,0.071110566,0.097201382,0,0,0,0,0.625,3.15E-12,2.15E-07,3.78E-06
4.28E-05,2306.394641,0.145170352,0.057371982,0.118090346,0,0,0,0,0.5,3.60E-12,4.02E-07,3.62E-06
4.32E-05,1142.284829,0.202217575,0.078760431,0.144944111,0,0,0,0,0.25,4.47E-12,2.19E-07,3.76E-06
4.43E-05,102.3053666,0.260433743,0.117654636,0.175118329,0,0,0,0,0.5,4.21E-12,6.01E-08,3.31E-06
4.30E-05,672.5857751,0.250344459,0.150492697,0.207203085,0,0,0,0,0.25,4.44E-12,1.45E-06,4.68E-06
4.19E-05,1389.717347,0.192591407,0.178260739,0.186685153,0,0,0,0,0.5,3.18E-12,2.70E-06,5.72E-06
4.33E-05,1524.937428,0.136463849,0.163258379,0.166794937,0,0,0,0,0.375,2.31E-12,2.34E-06,6.29E-06
4.31E-05,773.6448641,0.085058959,0.146023134,0.152828129,0,0,0,0,0.375,3.31E-12,3.02E-06,7.39E-06
4.29E-05,162.293198,0.052811129,0.102284621,0.146429626,0,0,0,0,0.5,6.10E-12,3.10E-06,8.12E-06
4.38E-05,483.4403788,0.070598003,0.066017225,0.148546768,0,0,0,0,0.5,7.24E-12,2.51E-06,7.85E-06
4.58E-05,70.08119838,0.118385135,0.054419219,0.158850351,0,0,0,0,0.5,1.75E-11,2.35E-06,8.98E-06
4.51E-05,1074.891845,0.173500369,0.078983957,0.17594942,0,0,0,0,0.25,2.09E-11,3.78E-06,1.08E-05
4.52E-05,2327.254862,0.230858278,0.119365434,0.198137467,0,0,0,0,0.25,2.10E-11,4.61E-06,1.20E-05
5.48E-05,3314.148334,0.289149227,0.164385748,0.223941424,0,0,0,0,0.125,2.32E-11,3.98E-06,3.10E-06
5.52E-05,2859.249108,0.347911003,0.211117565,0.252276766,0,0,0,0,0.25,2.63E-11,3.31E-06,1.31E-05
5.57E-05,1953.176506,0.406942102,0.184773915,0.28239646,0,0,0,0,0.5,2.36E-11,2.53E-06,1.35E-05
5.55E-05,1591.949897,0.466141274,0.136537257,0.313795594,0,0,0,0,0.5,8.62E-12,2.36E-07,5.39E-06
5.56E-05,1811.08956,0.497226336,0.088993113,0.346131375,0,0,0,0,0.5,9.28E-12,5.94E-07,6.25E-06
5.65E-05,1867.376309,0.447582795,0.044351648,0.379167532,0,0,0,0,0.5,8.54E-12,1.93E-07,6.28E-06
5.58E-05,1581.661079,0.4006593,0.026732231,0.412738046,0,0,0,0.125,0.25,7.69E-12,4.43E-07,6.22E-06
5.66E-05,1714.595058,0.357514038,0.063892092,0.392172148,0,0,0,0.125,0.25,9.59E-12,7.58E-07,5.47E-06
5.61E-05,717.1691816,0.319657484,0.110457857,0.373294938,0,0,0,0.125,0.125,1.14E-11,4.76E-07,5.79E-06
5.39E-05,705.7593486,0.289139756,0.158410854,0.357072024,0,0,0,0,0,1.46E-11,1.45E-06,8.10E-06
5.16E-05,547.21456,0.268430521,0.206794931,0.343873585,0,0,0,0,0.25,1.50E-11,3.91E-06,1.05E-05
5.12E-05,1631.014519,0.259841991,0.255366553,0.33405272,0,0,0,0,0.125,1.02E-11,4.69E-06,1.12E-05
5.04E-05,2745.193091,0.264535911,0.297429058,0.327908229,0,0,0,0,0.25,1.26E-11,4.95E-06,1.47E-05
4.95E-05,3789.438209,0.268518247,0.281878868,0.325644959,0,0,0,0.125,0.25,2.55E-11,6.07E-06,2.02E-05
5.35E-05,4798.614119,0.209167292,0.249365835,0.327342148,0,0,0,0.125,0.25,3.12E-11,2.89E-06,1.62E-05
5.41E-05,4599.794996,0.150083004,0.222871893,0.33294018,0,0,0,0.125,0.125,3.39E-11,2.69E-06,1.56E-05
5.44E-05,3713.024397,0.091755845,0.204730644,0.342250602,0,0,0,0,0.25,3.01E-11,2.85E-06,1.51E-05
5.57E-05,3047.862066,0.037442815,0.197243347,0.354985708,0,0,0.125,0,0.25,2.43E-11,2.87E-06,1.41E-05
5.46E-05,2147.581078,0.032178501,0.201592085,0.370797748,0,0,0.125,0,0.375,2.50E-11,4.54E-06,1.52E-05
5.48E-05,1049.367634,0.353972032,0.149200577,0.205118241,0,0,0.125,0,0.25,2.46E-11,4.31E-06,1.49E-05
5.58E-05,118.6106534,0.354990016,0.195014461,0.195992659,0,0,0,0,0.625,1.96E-11,3.24E-06,1.37E-05
5.65E-05,429.2373637,0.365749274,0.242023438,0.193171958,0,0,0,0,0.25,1.59E-11,2.10E-06,1.10E-05
5.59E-05,819.4320201,0.385445049,0.253689548,0.19692017,0,0,0,0,0.25,1.31E-11,2.66E-06,9.87E-06
5.75E-05,1771.17093,0.408226528,0.213818876,0.20688944,0,0,0,0,0,1.04E-11,1.50E-06,6.82E-06
5.87E-05,2781.549232,0.400854965,0.178448766,0.222263548,0,0,0,0,0,1.27E-11,1.23E-06,7.38E-06
5.90E-05,3931.163131,0.402198209,0.150750044,0.242036585,0,0,0,0,0,1.36E-11,1.22E-06,7.38E-06
5.94E-05,5138.776269,0.412172057,0.135460924,0.265245697,0,0,0,0,0,1.55E-11,1.55E-06,8.00E-06
6.20E-05,6373.02588,0.430183318,0.136763068,0.291084713,0,0,0,0,0,1.41E-11,5.40E-07,7.09E-06
6.36E-05,7621.083485,0.455289157,0.154240729,0.318925437,0,0,0,0,0,1.26E-11,1.83E-06,8.27E-06
6.45E-05,8877.127092,0.449118305,0.183360188,0.346696382,0,0,0,0,0,1.01E-11,2.76E-06,7.58E-06
6.42E-05,10138.18892,0.413401109,0.170134455,0.316122285,0,0,0,0,0,9.22E-12,2.36E-06,-3.51E-06
6.41E-05,11402.60414,0.383619111,0.143019928,0.286851333,0,0,0,0,0,1.03E-11,2.57E-06,-3.82E-06
6.23E-05,11934.83626,0.340595689,0.097387523,0.259316361,0,0,0,0,0,1.09E-11,1.07E-06,5.06E-06
6.04E-05,12359.56589,0.301321468,0.057240198,0.234117125,0,0,0,0,0,9.47E-12,8.09E-07,6.38E-06
5.86E-05,12894.51186,0.242191848,0.042125394,0.208739912,0,0,0,0,0,8.89E-12,2.17E-06,7.63E-06
5.80E-05,13526.04937,0.183421108,0.07018709,0.173934108,0,0,0,0,0,7.68E-12,2.45E-06,7.00E-06
5.85E-05,14243.15432,0.125495552,0.113194743,0.139840988,0,0,0,0,0,6.33E-12,2.29E-06,7.34E-06
5.94E-05,15032.68477,0.070392836,0.108452907,0.107110999,0,0,0,0,0,1.21E-11,2.43E-06,9.69E-06
5.81E-05,15615.45391,0.033362566,0.093575204,0.077379567,0,0,0,0,0,1.19E-11,3.93E-06,1.10E-05
5.93E-05,16082.62752,0.034241984,0.09085952,0.055240284,0,0,0,0,0,1.11E-11,3.54E-06,9.76E-06
6.52E-05,16632.56619,0.017908388,0.090840582,0.050595242,0,0,0,0,0,9.08E-12,1.79E-06,1.81E-06
6.40E-05,17257.44007,0.076596319,0.042525552,0.066904618,0,0,0,0,0,9.43E-12,4.65E-08,5.15E-06
6.49E-05,17949.90469,0.136134675,0.009892011,0.094361508,0,0,0,0,0,4.62E-12,2.46E-07,4.19E-06
6.41E-05,18701.99178,0.19576777,0.054250713,0.126156195,0,0,0,0,0,1.94E-12,1.76E-06,4.97E-06
6.38E-05,19414.67477,0.255430498,0.087147305,0.159801034,0,0,0,0,0,2.39E-12,1.95E-06,4.48E-06
6.29E-05,19503.80755,0.228561556,0.109367241,0.187215017,0,0,0,0,0,2.25E-12,3.21E-06,5.20E-06
6.61E-05,19673.7484,0.175411303,0.145144377,0.159596505,0,0,0,0,0,1.66E-12,1.22E-07,1.09E-06
6.83E-05,19922.6634,0.124581047,0.186905395,0.135941189,0,0,0,0,0,2.14E-12,2.20E-06,-1.16E-06
6.81E-05,20248.0532,0.064911132,0.170346609,0.118541726,0,0,0,0,0,2.49E-12,2.00E-06,-9.63E-07
6.74E-05,20646.29306,0.00556466,0.134662842,0.110259816,0,0,0,0,0,5.22E-13,7.04E-07,-2.34E-06
4.05E-05,11415.19203,0.044904717,0.109535482,0.113026015,0,0,0,0,0,5.19E-12,8.38E-07,3.74E-06
4.05E-05,10143.66088,0.104556299,0.102892571,0.126144548,0,0,0,0,0,5.06E-12,1.13E-06,3.74E-06
4.02E-05,8873.450314,0.164240454,0.117862714,0.146962385,0,0,0,0,0.125,3.93E-12,1.40E-06,4.05E-06
4.03E-05,7605.22203,0.223931692,0.148089844,0.1727995,0,0,0,0,0.125,4.09E-12,9.78E-07,3.98E-06
4.14E-05,6340.165697,0.283625617,0.186345688,0.20178546,0,0,0,0,0.25,3.15E-12,1.41E-07,2.82E-06
4.16E-05,5080.651267,0.343320846,0.228660079,0.232772793,0,0,0,0,0.375,2.44E-12,1.22E-07,4.09E-06
4.19E-05,3832.147025,0.403016807,0.184391352,0.265074195,0,0,0,0,0.5,1.35E-12,4.45E-08,2.20E-06
4.32E-05,2609.552124,0.46271322,0.136020517,0.298270458,0,0,0,0,0.75,2.40E-12,5.77E-07,3.02E-06
4.31E-05,1473.828923,0.46849803,0.088202741,0.332097535,0,0,0,0,0.75,3.10E-12,7.67E-08,3.21E-06
4.32E-05,650.9491316,0.415475145,0.042770356,0.366383224,0,0,0,0,0.375,5.01E-12,2.00E-07,3.57E-06
4.50E-05,531.5114831,0.364494941,0.024081861,0.40101144,0,0,0,0,0.5,3.36E-12,1.32E-06,1.75E-06
4.64E-05,1518.359696,0.316530938,0.062793622,0.422831188,0,0,0,0,0.5,4.19E-12,2.17E-06,5.14E-06
4.55E-05,2343.88522,0.273148658,0.109820065,0.405365788,0,0,0,0,0.625,3.26E-12,1.03E-06,1.85E-06
4.70E-05,2542.916581,0.236828021,0.157965035,0.390459774,0,0,0,0,0.5,3.48E-12,1.49E-06,2.59E-06
4.68E-05,1611.746939,0.211160772,0.206452893,0.378411551,0,0,0,0,0.5,4.17E-12,7.24E-07,3.64E-06
4.61E-05,837.8412017,0.200187361,0.241678767,0.369496834,0,0,0,0,0.5,6.61E-12,9.04E-08,4.91E-06
4.66E-05,796.3033597,0.20621209,0.250015848,0.363942665,0,0,0,0,0.25,7.26E-12,7.65E-08,5.04E-06
4.71E-05,137.4018103,0.218209756,0.267133265,0.361901576,0,0,0,0,0.5,1.73E-11,1.43E-06,7.69E-06
4.79E-05,1051.994724,0.224224172,0.289601434,0.363431912,0,0,0,0,0.375,2.08E-11,1.73E-06,7.96E-06
4.86E-05,2290.947014,0.170294752,0.267106713,0.36848981,0,0,0,0,0.375,2.04E-11,2.32E-06,8.53E-06
5.45E-05,2762.390501,0.121656522,0.252149858,0.376935253,0,0,0,0,0.375,1.99E-11,2.59E-06,3.46E-06
5.56E-05,2172.341766,0.304931907,0.08858121,0.252319649,0,0,0,0,0.375,2.29E-11,2.63E-06,1.12E-05
5.57E-05,1097.458087,0.294430906,0.137222298,0.239611018,0,0,0,0,0.375,2.11E-11,1.56E-06,1.10E-05
5.53E-05,326.6988535,0.295650652,0.185987257,0.231816762,0,0,0,0,0.375,5.85E-12,8.47E-07,5.59E-06
5.62E-05,771.5016795,0.308454288,0.234799391,0.22942699,0,0,0,0,0.5,6.13E-12,6.89E-07,5.69E-06
5.72E-05,903.565903,0.331521666,0.282652651,0.232604637,0,0,0,0,0.25,6.53E-12,1.82E-07,4.83E-06
5.84E-05,310.5928126,0.362926633,0.247465378,0.241134412,0,0,0,0.125,0.375,6.18E-12,1.39E-06,3.68E-06
5.94E-05,911.7766071,0.399129162,0.217597483,0.254489622,0,0,0,0,0.25,9.24E-12,2.97E-06,-3.39E-06
5.74E-05,266.7619872,0.39303401,0.195484369,0.271973824,0,0,0,0.125,0.25,1.06E-11,1.26E-06,4.53E-06
5.23E-05,39.1499249,0.395838942,0.183922415,0.292861478,0,0,0,0,0.25,1.46E-11,3.39E-06,9.73E-06
5.11E-05,88.69247532,0.407362317,0.184886202,0.316490463,0,0,0,0,0.25,1.65E-11,4.55E-06,1.10E-05
5.14E-05,1144.155751,0.426906646,0.194875711,0.342302151,0,0,0,0,0.25,1.45E-11,4.85E-06,1.09E-05
5.17E-05,1987.498349,0.405060912,0.156770274,0.366616158,0,0,0,0,0.375,1.65E-11,4.33E-06,1.35E-05
5.04E-05,3037.63106,0.36511463,0.126229029,0.337821747,0,0,0,0.125,0.25,3.30E-11,5.91E-06,1.93E-05
5.31E-05,4014.015158,0.331078849,0.109674662,0.308442894,0,0,0,0,0.5,3.78E-11,4.00E-06,1.66E-05
5.56E-05,4934.540177,0.304907972,0.087897408,0.274725881,0,0,0,0.125,0.5,3.79E-11,1.98E-06,1.41E-05
5.66E-05,4057.566485,0.288712947,0.039275348,0.238560122,0,0,0,0,0.375,3.35E-11,1.23E-06,1.29E-05
5.66E-05,2786.166007,0.25804182,0.009164734,0.202426398,0,0,0,0,0.125,2.66E-11,2.43E-06,1.31E-05
